title,age_rating,duration_min,genre,budget,revenue,platform
Highly Strung,13+,80.0,"Documentary and Educational, International, Musicals",249039251.99,829579759.41,Netflix
Hiroshima: The Real History,PG,95.0,Documentary and Educational,213107257.73,709417882.94,Netflix
Hisss,18+,97.0,"Horror, International, Thriller",32515011.84,105490837.26,Netflix
History of Joy,13+,118.0,"Drama, International",251817304.71,838869976.52,Netflix
Hitch,13+,118.0,"Comedy, Drama",201632881.18,671045879.23,Netflix
Hitler's Olympics,PG,44.0,"Documentary and Educational, Sports",209410225.64,697054463.59,Netflix
Hitler's Steel Beast,13+,54.0,"Documentary and Educational, International",109531869.28,363046542.12,Netflix
Ho Mann Jahaan,PG,170.0,"Drama, International",263904587.29,879291628.2,Netflix
Hokkabaz,18+,118.0,"Comedy, Drama, International",217886108.47,725399063.07,Netflix
Holding the Man,18+,128.0,"Diversity, Drama, International",34664549.49,112679207.48,Netflix
Holidays,18+,106.0,"Comedy, Horror",122925632.29,407837256.6,Netflix
Holy Hell,NR,103.0,Documentary and Educational,266027728.23,886391723.92,Netflix
Holy Man 2,13+,92.0,"Comedy, Diversity, International",15111813.81,47291982.03,Netflix
Holy Man 3,18+,102.0,"Comedy, Diversity, International",288463569.27,961420477.98,Netflix
Hombanna,13+,126.0,"Drama, International",204069607.93,679194652.06,Netflix
Homeland,PG,73.0,"Drama, International",189781417.32,631412840.05,Netflix
Honey 2,13+,111.0,Drama,81897217.69,270632200.56,Netflix
Honey: Rise Up and Dance,13+,100.0,Drama,75388744.83,248866909.56,Netflix
Hoodwinked Too! Hood vs. Evil,PG,86.0,"Comedy, Family and Children",282675407.63,942064013.67,Netflix
Hope Aur Hum,13+,95.0,"Comedy, Drama, Family and Children",90183463.82,298342626.99,Netflix
Hope Springs Eternal,PG,79.0,Drama,232876083.72,775527746.19,Netflix
Hope: One in a Billion,13+,81.0,"Documentary and Educational, International, Sports",118543417.66,393182486.03,Netflix
Horns,R,120.0,"Drama, Horror, Sci-Fi",42636967.16,139340145.38,Netflix
Horror Story,13+,85.0,"Horror, International",4203874.01,10814226.17,Netflix
Hostage to the Devil,13+,96.0,"Documentary and Educational, International",163732943.77,544302911.28,Netflix
Hostages,PG,91.0,"Documentary and Educational, International",292757866.75,975781240.67,Netflix
Hostiles,R,134.0,Drama,111371721.95,369199280.19,Netflix
Hot Bot,NR,93.0,Comedy,107800507.86,357256614.76,Netflix
Hot Property,18+,82.0,"Comedy, Drama",103883393.74,344157208.69,Netflix
Hot Rod,13+,88.0,"Comedy, Sports",156642607.35,520591782.92,Netflix
Hotel Pacific,18+,96.0,"Adventure, Drama, International",132758800.14,440720816.94,Netflix
Hotel Transylvania 3: Summer Vacation,PG,97.0,"Comedy, Family and Children",264094473.39,879926635.26,Netflix
House at the End of the Street,13+,101.0,"Horror, Thriller",152150716.73,505570239.64,Netflix
House of Z,13+,88.0,Documentary and Educational,152819593.62,507807062.4,Netflix
"Houston, We Have a Problem!",13+,84.0,"Comedy, Drama, International",42373106.82,138457757.56,Netflix
How the Beatles Changed the World,PG,110.0,"Documentary and Educational, Musicals",294839122.73,982741266.96,Netflix
How the Grinch Stole Christmas,PG,105.0,"Comedy, Family and Children",75741894.37,250047893.58,Netflix
How to Be a Latin Lover,13+,116.0,Comedy,22935856.17,73456731.05,Netflix
How to Be a Player,R,94.0,Comedy,199280728.44,663179934.35,Netflix
How to Change the World,NR,110.0,"Documentary and Educational, International",179014544.68,595406833.52,Netflix
How to Make an American Quilt,13+,116.0,Drama,125128550.54,415204139.43,Netflix
How to Win the US Presidency,PG,51.0,Documentary and Educational,127235477.93,422250014.66,Netflix
Hridaynath,13+,103.0,"Drama, International",235734112.39,785085414.65,Netflix
Hulk Vs.,13+,83.0,"Action, Sci-Fi",59518079.39,195793068.84,Netflix
Hum Saath-Saath Hain,G,176.0,"Drama, International, Musicals",246255742.36,820271293.61,Netflix
Humko Deewana Kar Gaye,PG,149.0,"Drama, International, Musicals",194975387.05,648782239.18,Netflix
Hungerford,18+,79.0,"Drama, Horror, International",126271962.36,419027876.8,Netflix
Hunt to Kill,R,97.0,Action,137950556.36,458082813.72,Netflix
Hunter's Prayer,R,91.0,"Action, Drama",77737514.95,256721542.47,Netflix
Hurricane Bianca,18+,85.0,"Comedy, Diversity, Drama",225882185.48,752139121.26,Netflix
Hurricane Bianca: From Russia With Hate,18+,85.0,"Comedy, Diversity, Drama",154349547.95,512923454.83,Netflix
Hustle & Flow,R,117.0,"Drama, Musicals",96935508.28,320922457.3,Netflix
Hypersomnia,18+,84.0,"Horror, International, Thriller",179218984.61,596090510.75,Netflix
I Am,18+,106.0,"Drama, International",298724601.16,995734878.61,Netflix
I Am Bolt,NR,107.0,"Documentary and Educational, Sports",131143421.62,435318753.43,Netflix
I Am Jane Doe,13+,98.0,Documentary and Educational,276286728.83,920699331.64,Netflix
I Am Maris,13+,54.0,Documentary and Educational,104160035.14,345082338.24,Netflix
I Am Not Madame Bovary,16+,139.0,"Comedy, Drama, International",17365079.37,54827233.65,Netflix
I Am Sun Mu,NR,88.0,"Documentary and Educational, International",62068389.8,204321682.16,Netflix
I Am Vengeance,R,93.0,Action,126189847.85,418753273.81,Netflix
I Am Wrath,R,91.0,"Action, Drama",66670843.65,219712965.1,Netflix
I Don't Know How She Does It,13+,89.0,Comedy,1067884.43,327015.51,Netflix
I Dream Of Dance,13+,106.0,"Documentary and Educational, Family and Children",274585459.79,915010037.59,Netflix
I Fine... Thank You... Love You,13+,116.0,"Comedy, Drama, International",253319943.96,843895023.29,Netflix
"I, Daniel Blake",R,100.0,Drama,222945377.21,742318002.26,Netflix
I'll See You in My Dreams,13+,96.0,"Comedy, Drama",51176564.1,167897814.19,Netflix
I'm in Love with a Church Girl,PG,119.0,"Diversity, Drama",36988709.29,120451539.85,Netflix
Ice Guardians,16+,108.0,"Documentary and Educational, International, Sports",21213820.09,67697989.0,Netflix
Iceman,R,104.0,"Action, International, Sci-Fi",217484727.44,724056785.85,Netflix
Ideachi Kalpana,13+,124.0,"Comedy, Drama, International",278713580.25,928815079.89,Netflix
Igor,PG,87.0,Family and Children,129730210.45,430592767.33,Netflix
Iliza Shlesinger: War Paint,18+,75.0,Comedy,36623060.93,119228757.93,Netflix
Imagine That,PG,108.0,"Comedy, Family and Children, Sci-Fi",154205453.4,512441581.45,Netflix
Immoral Tales,R,103.0,"Drama, International",105300740.33,348897024.27,Netflix
In Search of Fellini,R,103.0,"Action, Drama",113072652.38,374887441.86,Netflix
In The Deep,13+,89.0,"Horror, International, Thriller",186777856.62,621368491.09,Netflix
Incir Receli 2,13+,103.0,"Drama, International",215896715.87,718746241.45,Netflix
Incoming,18+,89.0,"Action, Sci-Fi",34070476.06,110692538.51,Netflix
Incomplete,18+,119.0,"Drama, International",11641479.01,35686671.78,Netflix
Inconceivable,R,106.0,Thriller,298304760.5,994330869.66,Netflix
Incorruptible,18+,90.0,Documentary and Educational,70585776.33,232805076.08,Netflix
Incredibles 2 (Spanish Version),PG,118.0,"Comedy, Family and Children",17095326.95,53925141.86,Netflix
INDIA,NR,95.0,"Drama, International",57772723.4,189956341.56,Netflix
Indiana Jones and the Kingdom of the Crystal Skull,13+,123.0,"Action, Family and Children, Sci-Fi",12648396.06,39053950.56,Netflix
Indiana Jones and the Last Crusade,13+,127.0,"Action, Adventure, Family and Children",118151457.49,391871713.53,Netflix
Indiana Jones and the Raiders of the Lost Ark,PG,116.0,"Action, Adventure, Family and Children",240918133.55,802421544.27,Netflix
Indiana Jones and the Temple of Doom,PG,119.0,"Action, Adventure, Family and Children",103032090.48,341310325.31,Netflix
Indiscretion,18+,99.0,"Drama, Thriller",133810838.66,444238988.54,Netflix
Inequality for All,PG,90.0,Documentary and Educational,203000445.3,675619214.89,Netflix
Influx,PG,90.0,"Documentary and Educational, International",153159326.95,508943180.66,Netflix
Inglourious Basterds,R,153.0,Action,258572260.12,861459541.45,Netflix
Inkheart,PG,106.0,"Action, Family and Children, Sci-Fi",259944666.84,866049071.48,Netflix
Insan,13+,141.0,"Action, Drama, International",3963297.95,10009704.42,Netflix
Instructions Not Included,13+,122.0,"Comedy, Drama, International",233635845.64,778068501.85,Netflix
Internet Famous,13+,87.0,Comedy,138759346.47,460787526.88,Netflix
Into the Forest,R,102.0,"Drama, International, Sci-Fi",296663321.85,988841657.25,Netflix
Inuyasha the Movie - L'isola del fuoco scarlatto,PG,88.0,"Action, Animation, International",145486390.69,483283752.67,Netflix
Inuyasha the Movie - La spada del dominatore del mondo,13+,99.0,"Action, Animation, International",296081887.67,986897255.79,Netflix
InuYasha: The Movie 2: The Castle Beyond the Looking Glass,13+,99.0,"Action, Animation, International",226616239.0,754593904.27,Netflix
Invictus,13+,134.0,"Drama, Sports",75332860.5,248680024.12,Netflix
Invisible Essence: The Little Prince,PG,91.0,Documentary and Educational,161980098.81,538441139.79,Netflix
Inxeba,18+,88.0,"Drama, International",297648556.2,992136425.91,Netflix
Iqbal,PG,127.0,"Drama, International",257401651.72,857544854.69,Netflix
Irada Pakka,13+,137.0,"Comedy, Drama, International",30112701.24,97457157.1,Netflix
Iron Cowboy: The Story of the 50.50.50,13+,77.0,"Documentary and Educational, Sports",212205227.05,706401359.61,Netflix
Iron Man & Captain America: Heroes United,PG,71.0,"Family and Children, Sci-Fi",104328296.18,345645027.91,Netflix
Ishqedarriyaan,13+,130.0,"Drama, International",3087696.3,7081563.65,Netflix
Issaq,18+,140.0,"Drama, International, Musicals",121640809.74,403540620.93,Netflix
It Takes Two,PG,101.0,"Comedy, Family and Children",71191572.1,234830946.28,Netflix
It's Fine,13+,101.0,"Comedy, International, Musicals",245841911.89,818887383.59,Netflix
It's Now or Never,18+,91.0,"Comedy, Drama, International",101861852.04,337396875.78,Netflix
"It's Okay, Buddy",13+,84.0,"Comedy, International, Musicals",248429584.49,827540941.58,Netflix
Iverson,NR,88.0,"Documentary and Educational, Sports",1178783.71,697879.04,Netflix
최강전사 미니특공대 : 영웅의 탄생,PG,68.0,Family and Children,93037925.86,307888368.11,Netflix
Jaan-E-Mann: Let's Fall in Love... Again,13+,163.0,"Drama, International",73108399.08,241241097.79,Netflix
Jack and the Cuckoo-Clock Heart,PG,93.0,"Family and Children, Musicals",70836640.96,233644004.33,Netflix
Jack of all Trades,18+,86.0,"Documentary and Educational, Sports",21387799.31,68279801.1,Netflix
Jackie Brown,R,154.0,"Drama, Thriller",56950156.85,187205557.98,Netflix
Jackpot,13+,92.0,"Comedy, Drama, International",167109321.4,555594014.93,Netflix
Jail,13+,132.0,"Drama, International",88116960.78,291431936.73,Netflix
Jal,13+,132.0,"Drama, International",113683197.22,376929193.66,Netflix
Jalpari: The Desert Mermaid,13+,94.0,"Drama, International",262895572.57,875917334.51,Netflix
Janaan,13+,132.0,"Comedy, Drama, International",271684400.7,905308469.11,Netflix
Jay and Silent Bob Strike Back,R,105.0,"Comedy, Thriller",148394134.53,493007675.96,Netflix
Jealousy and medicine,18+,97.0,"Drama, International",99716629.14,330222934.72,Netflix
Jeremy Scott: The People's Designer,13+,109.0,Documentary and Educational,32933410.5,106890023.93,Netflix
Jersey Boys,R,134.0,"Drama, Musicals",286067460.94,953407539.09,Netflix
Jesus: Countdown to Calvary,13+,53.0,"Diversity, Documentary and Educational",19007856.53,60320922.21,Netflix
Jewel's Catch One,18+,84.0,"Diversity, Documentary and Educational",89997432.99,297720512.54,Netflix
Jimi Hendrix,R,102.0,"Documentary and Educational, Musicals",90121794.15,298136394.55,Netflix
Jiro Dreams of Sushi,PG,79.0,Documentary and Educational,96799984.56,320469246.01,Netflix
Jis Desh Men Ganga Behti Hai,13+,181.0,"Action, Drama, International",50121766.14,164370414.59,Netflix
Joe Cocker: Mad Dog with Soul,13+,90.0,"Documentary and Educational, International, Musicals",235165267.85,783183114.78,Netflix
John & Jane,13+,79.0,"Documentary and Educational, International",37626860.73,122585612.18,Netflix
John Carter,13+,133.0,"Action, Sci-Fi",190837091.09,634943168.49,Netflix
John Day,18+,125.0,"International, Thriller",38029961.99,123933642.1,Netflix
John Mellencamp: Plain Spoken,18+,80.0,"Documentary and Educational, Musicals",22090155.64,70628584.03,Netflix
Jonathan,18+,101.0,"Drama, Sci-Fi",272919421.6,909438560.74,Netflix
Jora 10 Numbaria,18+,135.0,"Action, International",57848501.13,190209753.44,Netflix
Judwaa,13+,133.0,"Comedy, Drama, International",246553796.21,821268029.54,Netflix
Judy Moody and the Not Bummer Summer,PG,91.0,"Comedy, Family and Children",163844630.46,544676408.02,Netflix
Jugaad,13+,52.0,Documentary and Educational,24279099.36,77948733.96,Netflix
Julie & Julia,13+,123.0,"Comedy, Drama",286679009.24,955452646.62,Netflix
Jumping the Broom,13+,113.0,"Comedy, Drama",74841388.93,247036470.88,Netflix
Junebug,R,107.0,"Comedy, Drama",258033958.26,859659380.82,Netflix
Jupiter Ascending,13+,128.0,"Action, Sci-Fi",51474191.73,168893124.78,Netflix
Just Friends,18+,94.0,"Comedy, Drama",256328921.76,853957487.85,Netflix
"Justice, My Foot!",13+,95.0,"Action, Comedy, International",4955415.06,13327490.02,Netflix
Justin Bieber: Never Say Never,G,106.0,"Documentary and Educational, Musicals",154022356.51,511829278.52,Netflix
K-19: The Widowmaker,13+,138.0,"Action, Drama",231063331.25,769465635.16,Netflix
Kaabil,13+,139.0,"Drama, International",280503859.73,934802037.94,Netflix
Kaakan,PG,132.0,"Drama, International",272851438.73,909211215.99,Netflix
Kaalia,13+,173.0,"Action, Drama, International",246067835.99,819642907.06,Netflix
Kaaliyan,PG,105.0,"Drama, International",266569213.55,888202530.53,Netflix
Kabali (Hindi Version),18+,148.0,"Action, Drama, International",60566686.07,199299763.87,Netflix
Kacche Dhaagey,13+,120.0,"Drama, International",85971104.42,284255877.28,Netflix
Kahlil Gibran's The Prophet,PG,85.0,"Drama, Family and Children",87401588.95,289039628.07,Netflix
Kajraare,13+,113.0,"Drama, International, Musicals",113739125.37,377116225.61,Netflix
Kaleidoscope,18+,99.0,Thriller,118602880.45,393381338.32,Netflix
Kalki,13+,41.0,"Drama, International",163822042.07,544600869.12,Netflix
Kanika,13+,110.0,"Horror, International, Thriller",48804049.25,159963775.39,Netflix
Karzzzz,13+,137.0,"Drama, International, Musicals",207682752.47,691277539.12,Netflix
Kate & Leopold,13+,118.0,"Comedy, Drama",51102395.25,167649782.65,Netflix
Katha,PG,140.0,"Comedy, Drama",93782236.15,310377451.26,Netflix
Katt Williams: Live,NR,85.0,Comedy,151500194.05,503394796.09,Netflix
Kaviyude Osyath,13+,116.0,"Drama, International",239135727.9,796460917.47,Netflix
Kay Dyache Bola,13+,133.0,"Comedy, Drama, International",222101300.74,739495286.32,Netflix
Kevin Hart: Laugh at My Pain,R,89.0,Comedy,194014772.57,645569802.97,Netflix
Kevin Hart: Let Me Explain,R,75.0,Comedy,47576204.91,155857683.25,Netflix
Kevin Hart: Seriously Funny,18+,67.0,Comedy,164566558.34,547090641.08,Netflix
Kevyn Aucoin: Beauty & the Beast in Me,18+,90.0,"Diversity, Documentary and Educational",27146504.04,87537757.15,Netflix
Khalnayak,13+,170.0,"Action, Drama, International",113831589.86,377425440.48,Netflix
Khosla Ka Ghosla,13+,124.0,"Comedy, Drama, International",124641442.56,413575178.64,Netflix
Khubsoorat,PG,120.0,"Adventure, Comedy, Drama",12903620.39,39907458.3,Netflix
Khushi,13+,157.0,"Comedy, International, Musicals",82922441.74,274060700.66,Netflix
Kia and Cosmos,13+,124.0,"Drama, International",286739190.71,955653902.32,Netflix
Kickboxer: Retaliation,R,110.0,Action,286136149.74,953637244.57,Netflix
Kickboxer: Vengeance,18+,90.0,Action,106345789.22,352391821.55,Netflix
Kicking and Screaming,R,97.0,"Comedy, Drama",13886932.58,43195798.94,Netflix
Kid Kulafu,13+,108.0,"Drama, International, Sports",54549386.86,179177029.83,Netflix
Kidnapping Mr. Heineken,R,95.0,"Action, Drama, International",118273120.24,392278571.65,Netflix
Kill Bill: Vol. 1,R,111.0,Action,284386129.69,947784920.0,Netflix
Kill Bill: Vol. 2,R,137.0,Action,43218520.0,141284943.63,Netflix
Kill Command,18+,100.0,"Action, Drama, Sci-Fi",229291237.26,763539492.08,Netflix
Kill Hitler! The Luck of the Devil,13+,53.0,"Documentary and Educational, International",33496079.27,108771671.12,Netflix
Kill Ratio,18+,87.0,Action,294396015.64,981259451.63,Netflix
Kill the Irishman,R,106.0,"Action, Drama",115103333.23,381678337.46,Netflix
Killer Klowns from Outer Space,13+,86.0,"Comedy, Horror, Thriller",232795127.13,775257015.45,Netflix
Killers,13+,100.0,"Action, Comedy, Drama",103434733.76,342656823.7,Netflix
Kills on Wheels,18+,103.0,"Action, Drama, International",188672994.27,627706110.27,Netflix
Kilo Two Bravo,R,109.0,"Drama, Thriller",58412809.34,192096883.13,Netflix
King Jack,NR,81.0,Drama,44660284.77,146106417.2,Netflix
King's Ransom,13+,98.0,"Action, Comedy",281481177.73,938070333.15,Netflix
Kingpin,13+,114.0,"Comedy, Sports, Thriller",275376536.09,917655513.18,Netflix
Kings,R,87.0,Drama,266353213.12,887480193.32,Netflix
Kis Kisko Pyaar Karoon,PG,132.0,"Comedy, International",188004601.6,625470906.82,Netflix
Kiss the Girls,R,116.0,Thriller,242672195.15,808287384.4,Netflix
KL Zombi,13+,92.0,"Comedy, Horror, International",21642044.14,69130033.22,Netflix
Knock Knock,R,99.0,"Horror, Thriller",101101923.53,334855562.99,Netflix
Know Your Enemy - Japan,13+,63.0,"Adventure, Documentary and Educational",94797234.3,313771754.44,Netflix
Knowing,13+,121.0,"Sci-Fi, Thriller",191057951.26,635681757.42,Netflix
Koko: The Gorilla Who Talks,G,56.0,Documentary and Educational,107431374.27,356022177.69,Netflix
Kon-Tiki,13+,96.0,"Action, Drama, International",45403527.71,148591930.97,Netflix
Koshish,13+,115.0,"Drama, International",179343655.55,596507428.71,Netflix
Kraftidioten,18+,117.0,"Comedy, International, Thriller",244500792.28,814402482.28,Netflix
Krish Trish and Baltiboy,PG,58.0,Family and Children,115254924.84,382185282.11,Netflix
